2001	27.782	-51.184	-0.116
2002	24.032	-53.283	-0.025
2003	29.161	-50.025	-0.018
2004	29.164	-51.083	-0.151
2005	19.336	-54.363	0.023
2006	26.632	-49.438	0.113
2007	21.971	-52.009	0.06
2008	26.701	-49.819	0.267
2009	21.237	-54.444	0.02
2010	28.117	-49.989	0.154
2011	34.908	-50.624	-0.037
2012	28.359	-46.412	0.018
2013	32.424	-50.672	-0.06
2014	30.955	-50.063	0.151
2015	30.565	-50.951	-0.203
2016	27.427	-49.373	0.195
2017	25.377	-51.818	0.043
2018	30.63	-50.329	-0.038
2019	25.217	-50.741	0.16
2020	50.821	-41.133	-0.154
2021	28.896	-56.594	0.088
2022	42.346	-49.913	-0.025
2023	35.2	-46.743	0
2024	31.581	-51.062	-0.199
2025	30.096	-48.819	0.097
2026	31.549	-52.285	-0.06
2027	28.614	-49.637	0.254
2029	29.781	-50.454	-0.013
